title	genre	score	revenue	released
Boys Don't Cry	Biography	7.2	11540607	2000-03-31
Braveheart	Biography	7.7	210000000	1995-05-24
Bright Star	Biography	6.8	4440055	2009-10-09
Capote	Biography	6.8	49084830	2006-02-03
Captain Phillips	Biography	7.6	95000000	2013-10-11
Casino Jack	Biography	6	1083683	2011-01-07
Catch Me If You Can	Biography	7.7	352114312	2002-12-25
Changeling	Biography	7.3	113020255	2008-10-31
Charlie Wilson's War	Biography	6.5	119000410	2007-12-21
Cinderella Man	Biography	7.3	108539911	2005-06-03
Coach Carter	Biography	7.3	76669806	2005-01-14
Concussion	Biography	7	50363790	2015-12-25
Confessions of a Dangerous Mind	Biography	6.6	33013805	2003-01-24
Dallas Buyers Club	Biography	7.9	55198285	2013-11-22
Donnie Brasco	Biography	7.4	41954997	1997-02-28
Ed Wood	Biography	7.3	5887457	1994-10-07
Eddie the Eagle	Biography	7.2	46152800	2016-02-26
Elizabeth	Biography	7.1	82150642	1999-02-19
Elizabeth: The Golden Age	Biography	6.6	74237563	2007-10-12
Erin Brockovich	Biography	7.1	256271286	2000-03-17
Evita	Biography	5.9	141047179	1997-01-10
Fair Game	Biography	6.5	24188922	2010-12-03
Find Me Guilty	Biography	6.5	2636637	2006-03-17
Finding Neverland	Biography	7.2	116766556	2004-12-17
Florence Foster Jenkins	Biography	6.6	48902953	2016-08-12
Freeheld	Biography	7.1	573335	2016-03-04
Frida	Biography	7.3	56298474	2002-11-22
Fur: An Imaginary Portrait of Diane Arbus	Biography	5.8	2281089	2007-03-02
Get Rich or Die Tryin'	Biography	6.3	46442528	2005-11-09
Glory	Biography	7.4	26828365	1990-02-16
Gods and Generals	Biography	6.1	12923936	2003-02-21
Gods and Monsters	Biography	6.8	6451628	1998-11-04
"Good Morning, Vietnam"	Biography	7.1	123922370	1988-01-15
"Good Night, and Good Luck."	Biography	6.8	54600000	2005-11-04
Heaven is for Real	Biography	6	101332962	2014-04-16
Hotel Rwanda	Biography	7.5	38000000	2005-02-04
How to Lose Friends & Alienate People	Biography	6.2	17286299	2008-10-03
Infamous	Biography	6.4	1151330	2006-10-13
Invictus	Biography	7	122233971	2009-12-11
J. Edgar	Biography	6	84606030	2011-11-11
Jefferson in Paris	Biography	5.2	2474000	1995-03-31
Jersey Boys	Biography	6.8	67347013	2014-06-20
Joy	Biography	6.4	101134059	2015-12-25
Julie & Julia	Biography	6.6	129540499	2009-08-07
Kill the Messenger	Biography	6.6	2450846	2015-04-10
Kundun	Biography	6.8	5684789	1998-01-16
La Bamba	Biography	6.8	54215416	1987-07-24
Legend	Biography	6.7	42972994	2015-11-20
Lincoln	Biography	6.7	275293450	2012-11-16
Lords of Dogtown	Biography	7	13411957	2005-06-03
Malcolm X	Biography	7.2	48169908	1992-11-18
Man on the Moon	Biography	6.9	47434430	1999-12-22
Mandela: Long Walk to Freedom	Biography	6.5	27330000	2013-12-25
Marie Antoinette	Biography	6.5	60474340	2006-10-20
Men of Honor	Biography	7	48814909	2000-11-10
Michael Collins	Biography	6.7	16900000	1996-10-25
Milk	Biography	7.1	54586584	2009-01-30
Million Dollar Arm	Biography	6.6	38307627	2014-05-16
Miracle	Biography	7	64445708	2004-02-06
Miracles from Heaven	Biography	6.7	77000000	2016-03-16
Miss Potter	Biography	6.3	35078241	2007-03-09
Moneyball	Biography	7	110206216	2011-09-23
Nixon	Biography	7.1	13681765	1996-01-05
One Night with the King	Biography	6.1	13391174	2006-10-13
Party Monster	Biography	5.9	742898	2003-10-17
Patch Adams	Biography	7	202292902	1998-12-25
Philomena	Biography	7.4	100129872	2013-11-27
Prefontaine	Biography	6.7	589304	1997-01-24
Public Enemies	Biography	6.5	214104620	2009-07-01
Quills	Biography	6.8	7060876	2000-12-25
Radio	Biography	6.8	52277485	2003-10-24
Ray	Biography	7.2	124731534	2004-10-29
Remember the Titans	Biography	7.4	136706683	2000-09-29
Riding in Cars with Boys	Biography	6.5	35743308	2001-10-19
Saving Mr. Banks	Biography	7.3	112544580	2013-12-20
Schindler's List	Biography	8.3	321365567	1994-02-04
Secretariat	Biography	6.8	60251371	2010-10-08
Selena	Biography	7	60000000	1997-03-21
Selma	Biography	7.4	66787908	2015-01-09
Soul Surfer	Biography	6.9	47088990	2011-04-08
Steve Jobs	Biography	6.8	34441873	2015-10-23
Straight Outta Compton	Biography	7.7	201634991	2015-08-14
The Assassination of Jesse James by the Coward Robert Ford	Biography	7	14711793	2007-10-19
The Big Short	Biography	7.3	133346506	2015-12-23
The Birth of a Nation	Biography	6.5	15861566	2016-10-07
The Blind Side	Biography	7.2	309208309	2009-11-20
The Doors	Biography	6.7	34416893	1991-03-01
The Express	Biography	7.1	9793496	2008-10-10
The Fifth Estate	Biography	5.7	8555008	2013-10-18
The Fighter	Biography	7.2	93617009	2010-12-17
The Great Debaters	Biography	6.9	30226144	2007-12-25
The Hurricane	Biography	7.2	73956241	2000-01-14
The Imitation Game	Biography	8	233555708	2014-12-25
The Infiltrator	Biography	6.6	15436808	2016-07-13
The Insider	Biography	7.3	60289912	1999-11-05
The Iron Lady	Biography	6.2	114956699	2012-01-13
The King's Speech	Biography	7.6	414211549	2010-12-25
The Last Emperor	Biography	7.4	43984230	1988-04-15
The Last King of Scotland	Biography	7.4	48027970	2007-01-19
The New World	Biography	6.4	30536013	2006-01-20
The Pianist	Biography	8	120072577	2003-03-28
The Pursuit of Happyness	Biography	7.7	307077295	2006-12-15
The Runaways	Biography	6.3	2995811	2010-03-19
The Sessions	Biography	6.6	9138338	2012-11-16
The Social Network	Biography	7.1	224920315	2010-10-01
The Soloist	Biography	6.6	31720158	2009-04-24
The Theory of Everything	Biography	7.8	123726688	2014-11-26
The Wolf of Wall Street	Biography	7.9	392000694	2013-12-25
The Young Victoria	Biography	7	27409889	2010-01-08
Unbroken	Biography	7.3	163442937	2014-12-25
Veronica Guerin	Biography	6.8	1569918	2003-10-17
W.	Biography	6.1	29506464	2008-10-17
Walk the Line	Biography	7.3	186438883	2005-11-18
Without Limits	Biography	6.2	777423	1998-09-11
Woman in Gold	Biography	7.3	61619773	2015-04-10
10 Things I Hate About You	Comedy	7.3	53478166	1999-03-31
13 Going on 30	Comedy	6.3	96455697	2004-04-23
17 Again	Comedy	6.1	136267476	2009-04-17
200 Cigarettes	Comedy	6.1	6852450	1999-02-26
21 & Over	Comedy	5.7	48065672	2013-03-01
27 Dresses	Comedy	6.1	160259319	2008-01-18
50 First Dates	Comedy	6.6	196482882	2004-02-13
50/50	Comedy	7	39187783	2011-09-30
A Cinderella Story	Comedy	6.1	70067909	2004-07-16
A Good Year	Comedy	6.5	42064105	2006-11-10
A Guy Thing	Comedy	5.3	17432163	2003-01-17
A Haunted House	Comedy	5.4	60141683	2013-01-11
A League of Their Own	Comedy	6.7	107458785	1992-07-01
A Lot Like Love	Comedy	6.5	42886719	2005-04-22
A Night at the Roxbury	Comedy	5.9	30331165	1998-10-02
A Serious Man	Comedy	6.6	31430334	2009-11-06
A Simple Wish	Comedy	5.5	8345056	1997-07-11
A Thousand Words	Comedy	6	22044277	2012-03-09
About a Boy	Comedy	6.6	129000000	2002-05-17
About Last Night	Comedy	6	49002684	2014-02-14
About Schmidt	Comedy	6.7	105834556	2003-01-03
Ace Ventura: Pet Detective	Comedy	6.4	107217396	1994-02-04
Adaptation.	Comedy	7.3	32801173	2003-02-14
Air Bud	Comedy	5.3	23144499	1997-08-01
Alex & Emma	Comedy	5	15368897	2003-06-20
"Alexander and the Terrible, Horrible, No Good, Very Bad Day"	Comedy	6.1	100654149	2014-10-10
Alfie	Comedy	5.6	13395939	2004-11-05
All About Steve	Comedy	4.7	40105542	2009-09-04
Aloha	Comedy	5.2	26250020	2015-05-29
Along Came Polly	Comedy	5.8	171963386	2004-01-16
American Dreamz	Comedy	4.9	7314027	2006-04-21
American Pie	Comedy	6.4	235483004	1999-07-09
American Pie 2	Comedy	6	287553595	2001-08-10
American Reunion	Comedy	6.1	234989584	2012-04-06
American Wedding	Comedy	6	231449203	2003-08-01
Analyze That	Comedy	5.7	55003135	2002-12-06
Analyze This	Comedy	6.4	176885658	1999-03-05
Anchorman 2: The Legend Continues	Comedy	6	173649015	2013-12-18
Anchorman: The Legend of Ron Burgundy	Comedy	6.7	90574188	2004-07-09
And So It Goes	Comedy	5.7	25312387	2014-07-25
Annie	Comedy	6	133821816	2014-12-19
Anywhere But Here	Comedy	5.9	18653615	1999-11-12
Aquamarine	Comedy	5.8	23006849	2006-03-03
Arachnophobia	Comedy	6.2	53208180	1990-07-18
As Good as It Gets	Comedy	7.2	314178011	1997-12-25
Away We Go	Comedy	6.7	14899417	2009-06-26
Baby Geniuses	Comedy	3.3	36450736	1999-03-12
Baby Mama	Comedy	5.8	63833449	2008-04-25
Bachelorette	Comedy	5.3	11947954	2013-07-12
Bad Grandpa	Comedy	6	151831537	2013-10-25
Bad Moms	Comedy	6.3	183936074	2016-07-29
Bad Santa	Comedy	6.5	76488889	2003-11-26
Bad Teacher	Comedy	5.4	216197492	2011-06-24
Bandits	Comedy	6.2	67631903	2001-10-12
Barbershop	Comedy	6.2	75781642	2002-09-13
Be Cool	Comedy	5.4	95226116	2005-03-04
Bedazzled	Comedy	5.6	90383208	2000-10-20
Bedtime Stories	Comedy	5.9	212874442	2008-12-25
Beerfest	Comedy	5.8	19179969	2006-08-25
Beetlejuice	Comedy	7.1	73326666	1988-03-30
Beginners	Comedy	6.8	5332926	2011-08-26
Being John Malkovich	Comedy	7.3	22863596	1999-12-03
Bicentennial Man	Comedy	6.9	93700000	1999-12-17
Big	Comedy	6.9	151668774	1988-06-03
Big Daddy	Comedy	6.1	234801895	1999-06-25
Big Momma's House 2	Comedy	5.4	138259062	2006-01-27
Big Trouble	Comedy	6.3	8493890	2002-04-05
Blast from the Past	Comedy	6.3	40263020	1999-02-12
Blended	Comedy	6.6	123494610	2014-05-23
Boat Trip	Comedy	4.7	8586376	2003-03-21
Boomerang	Comedy	5.4	70100000	1992-07-01
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan	Comedy	6.5	261572744	2006-11-03
Bottle Rocket	Comedy	6.8	560069	1996-02-21
Bottle Shock	Comedy	6.6	4040588	2008-09-05
Boys and Girls	Comedy	5.4	20627372	2000-06-16
Bride of Chucky	Comedy	5.5	50671850	1998-10-16
Bride Wars	Comedy	5.9	114663461	2009-01-09
Bridesmaids	Comedy	6.5	288383523	2011-05-13
Bridget Jones's Diary	Comedy	6.5	281929795	2001-04-13
Bridget Jones: The Edge of Reason	Comedy	6.1	40203020	2004-11-19
Bring It On	Comedy	5.8	90449929	2000-08-25
Bringing Down the House	Comedy	5.4	132675402	2003-03-07
Bruce Almighty	Comedy	6.4	484572835	2003-05-23
Bulworth	Comedy	6.3	29202884	1998-05-22
Burn After Reading	Comedy	6.5	163720069	2008-09-12
Burnt	Comedy	6.3	36606743	2015-10-30
Can't Hardly Wait	Comedy	6.1	25605015	1998-06-12
Casper	Comedy	6	287928194	1995-05-26
Chasing Amy	Comedy	6.7	12021272	1997-04-18
Cheaper by the Dozen	Comedy	6	190212113	2003-12-25
Chicago	Comedy	6.9	306776732	2003-01-24
Choke	Comedy	6	3830137	2008-09-26
City Island	Comedy	6.9	6670712	2010-04-30
Clerks	Comedy	7.4	3151130	1994-11-09
Clerks II	Comedy	6.9	26888376	2006-07-21
Click	Comedy	6	237681299	2006-06-23
Club Dread	Comedy	5.1	5001655	2004-02-27
College	Comedy	4.8	6230276	2008-08-29
Confessions of a Teenage Drama Queen	Comedy	5.1	29331068	2004-02-20
Connie and Carla	Comedy	6.4	11341016	2004-04-16
Couples Retreat	Comedy	5.3	171844840	2009-10-09
Coyote Ugly	Comedy	5.8	113916474	2000-08-04
"Crazy, Stupid, Love."	Comedy	7	142851197	2011-07-29
Creepshow 2	Comedy	5.9	14000000	1987-05-01
Crossroads	Comedy	4.7	61141030	2002-02-15
Daddy Day Care	Comedy	5.6	164433867	2003-05-09
Daddy's Home	Comedy	5.8	242786137	2015-12-25
Danny Collins	Comedy	6.6	10835752	2015-04-10
Dark Shadows	Comedy	5.7	245527149	2012-05-11
Date Movie	Comedy	3.6	48548426	2006-02-17
Date Night	Comedy	5.9	152263880	2010-04-09
Dazed and Confused	Comedy	7.4	7993039	1994-02-10
Dead Poets Society	Comedy	8.1	235860116	1989-06-09
Death Becomes Her	Comedy	6.3	149022650	1992-07-31
Deconstructing Harry	Comedy	7.3	10686841	1998-01-02
Defendor	Comedy	6.5	44462	2010-05-13
Delivery Man	Comedy	6.2	51164106	2013-11-22
Detroit Rock City	Comedy	6.7	4217115	1999-08-13
Deuce Bigalow: European Gigolo	Comedy	4.7	22400154	2005-08-12
Deuce Bigalow: Male Gigolo	Comedy	5.5	65535067	1999-12-10
Diary of a Wimpy Kid	Comedy	5.9	75700498	2010-03-19
Diary of a Wimpy Kid: Dog Days	Comedy	6	77112176	2012-08-03
Diary of a Wimpy Kid: Rodrick Rules	Comedy	6.3	72417394	2011-03-25
Dick	Comedy	5.7	27500000	1999-08-04
Did You Hear About the Morgans?	Comedy	5.1	85280250	2009-12-18
Dirty Grandpa	Comedy	5.7	94073028	2016-01-22
Disaster Movie	Comedy	3	14109284	2008-08-29
Do the Right Thing	Comedy	7.6	37295445	1989-07-21
Doctor Dolittle	Comedy	5.4	294456605	1998-06-26
DodgeBall: A True Underdog Story	Comedy	6.2	167722310	2004-06-18
Don Juan DeMarco	Comedy	6.2	22200000	1995-04-07
Dope	Comedy	7.2	17986781	2015-06-19
Dr. Dolittle 2	Comedy	4.9	176104344	2001-06-22
Drive Me Crazy	Comedy	5.8	22593409	1999-10-01
Drop Dead Gorgeous	Comedy	6.4	10571408	1999-07-23
Drumline	Comedy	6.2	57588485	2002-12-13
Due Date	Comedy	6.2	211780824	2010-11-05
Dumb and Dumber	Comedy	6.5	247275374	1994-12-16
Dumb and Dumberer: When Harry Met Lloyd	Comedy	4.1	39267515	2003-06-13
Duplicity	Comedy	5.7	60000000	2009-03-20
Easy A	Comedy	6.7	74952305	2010-09-17
Elf	Comedy	6.4	173398518	2003-11-07
Elizabethtown	Comedy	6.1	52034889	2005-10-14
Ella Enchanted	Comedy	5.9	27388767	2004-04-09
Employee of the Month	Comedy	5.3	38368909	2006-10-06
EuroTrip	Comedy	6.5	20796847	2004-02-20
Evan Almighty	Comedy	5.3	173000000	2007-06-22
Ever After: A Cinderella Story	Comedy	6.8	65705772	1998-07-31
Everything Must Go	Comedy	6	2614773	2011-10-14
Evil Dead II	Comedy	7.6	5923044	1987-03-13
Extract	Comedy	5.7	10848783	2009-09-04
Failure to Launch	Comedy	5.5	88715192	2006-03-10
Fever Pitch	Comedy	5.9	50451307	2005-04-08
Flipped	Comedy	7.4	1755212	2010-09-10
Flirting with Disaster	Comedy	6.3	14702438	1996-04-12
Flubber	Comedy	5.3	177977226	1997-11-26
Focus	Comedy	6.7	153962963	2015-02-27
Footloose	Comedy	6.4	80035402	2011-10-14
"For a Good Time, Call..."	Comedy	5.8	1243961	2012-11-02
Forgetting Sarah Marshall	Comedy	6.4	105173115	2008-04-18
Forrest Gump	Comedy	8.2	677945399	1994-07-06
Four Rooms	Comedy	6.5	4300000	1995-12-25
Four Weddings and a Funeral	Comedy	6.6	254700832	1994-04-15
Freaky Friday	Comedy	6	110230332	2003-08-06
Freddy's Dead: The Final Nightmare	Comedy	5.1	34872033	1991-09-13
Friday	Comedy	7	28215918	1995-04-26
Friday After Next	Comedy	6	33526835	2002-11-22
Friends with Benefits	Comedy	6.5	150483765	2011-07-22
Friends with Money	Comedy	5.1	13368437	2006-04-21
Fright Night	Comedy	6	24922237	2011-08-19
From Justin to Kelly	Comedy	3	4922166	2003-06-20
Full Frontal	Comedy	4.8	2506446	2002-08-02
Fun with Dick and Jane	Comedy	5.9	202026112	2005-12-21
Funny People	Comedy	5.7	61458982	2009-07-31
Furry Vengeance	Comedy	4.6	39340177	2010-04-30
Garden State	Comedy	7.1	26781723	2004-08-20
Get Hard	Comedy	5.9	111811453	2015-03-27
Get Shorty	Comedy	6.4	115101622	1995-10-20
Gigli	Comedy	3.5	7266209	2003-08-01
Girl 6	Comedy	5.7	4939939	1996-03-22
Go	Comedy	7	28451622	1999-04-09
Going the Distance	Comedy	6	42045846	2010-09-03
Good Luck Chuck	Comedy	5.5	59192128	2007-09-21
Gosford Park	Comedy	6.8	87754044	2002-01-18
Gremlins 2: The New Batch	Comedy	6.2	41482207	1990-06-15
Groundhog Day	Comedy	7.4	70906973	1993-02-12
Grown Ups	Comedy	6	271430189	2010-06-25
Grudge Match	Comedy	6	44907260	2013-12-25
Guess Who	Comedy	5.5	68915888	2005-03-25
Gun Shy	Comedy	5.4	1631839	2000-02-04
Hackers	Comedy	6.2	7563728	1995-09-15
"Hail, Caesar!"	Comedy	5.7	63647656	2016-02-05
Hairspray	Comedy	6.5	90450008	1988-02-26
Hairspray	Comedy	6.5	90450008	2007-07-20
Half Baked	Comedy	6.4	17460020	1998-01-16
Hall Pass	Comedy	5.4	83160734	2011-02-25
Halloween: Resurrection	Comedy	4.5	37664855	2002-07-12
Hanging Up	Comedy	5	36037909	2000-02-18
Hannah Montana: The Movie	Comedy	6	155545279	2009-04-10
Happy Gilmore	Comedy	6.5	41205099	1996-02-16
"Happy, Texas"	Comedy	5.5	1943649	1999-12-03
Head Over Heels	Comedy	5.3	10424470	2001-02-02
Hero	Comedy	7.2	177394432	1992-10-02
Hesher	Comedy	6.7	382946	2011-06-25
High Fidelity	Comedy	7	47126295	2000-03-31
Hitch	Comedy	6.4	368100420	2005-02-11
Hocus Pocus	Comedy	6.4	39514713	1993-07-16
Home Alone	Comedy	7.1	476684675	1990-11-16
Home Fries	Comedy	4.8	10443316	1998-11-25
Hope Springs	Comedy	5.8	114281051	2012-08-08
Horrible Bosses	Comedy	6.5	117000000	2011-07-08
Horrible Bosses 2	Comedy	6.1	107670357	2014-11-26
Hot Tub Time Machine	Comedy	6	64572262	2010-03-26
Hot Tub Time Machine 2	Comedy	5	12314651	2015-02-20
How Do You Know	Comedy	4.9	48668907	2010-12-17
How High	Comedy	6.3	31155435	2001-12-21
How Stella Got Her Groove Back	Comedy	6	37672350	1998-08-14
How the Grinch Stole Christmas	Comedy	6.2	345141403	2000-11-17
How to Be Single	Comedy	5.9	112343513	2016-02-12
How to Lose a Guy in 10 Days	Comedy	6.3	177371441	2003-02-07
"I Love You, Man"	Comedy	6.5	91636986	2009-03-20
Idle Hands	Comedy	6.1	4152230	1999-04-30
Igby Goes Down	Comedy	6.5	4777465	2002-10-04
In Bruges	Comedy	7.4	34533783	2008-02-29
In the Land of Women	Comedy	5.8	17500000	2007-04-20
Inherent Vice	Comedy	6.5	11110975	2015-01-09
Instructions Not Included	Comedy	7.5	99067206	2013-09-06
Intolerable Cruelty	Comedy	5.8	119940815	2003-10-10
It's Complicated	Comedy	6.2	219103655	2009-12-25
It's Kind of a Funny Story	Comedy	6.9	6491240	2010-10-08
Jack and Jill	Comedy	4.1	149673788	2011-11-11
Jawbreaker	Comedy	5.9	3076820	1999-02-19
Jay and Silent Bob Strike Back	Comedy	6.4	33788161	2001-08-24
Jennifer's Body	Comedy	5.3	31556061	2009-09-18
Jerry Maguire	Comedy	6.7	273552592	1996-12-13
Jersey Girl	Comedy	5.8	36098382	2004-03-26
Jingle All the Way	Comedy	5.5	129832389	1996-11-22
Jumping the Broom	Comedy	6	37710610	2011-05-06
Juno	Comedy	7	231411584	2007-12-25
Just Go with It	Comedy	6.3	214918407	2011-02-11
Just Like Heaven	Comedy	6.5	102854431	2005-09-16
Just Married	Comedy	5.3	101564935	2003-01-10
Just My Luck	Comedy	5.8	38159905	2006-05-12
Keeping the Faith	Comedy	5.9	37036004	2000-04-14
Kicking & Screaming	Comedy	5.6	56070433	2005-05-13
Kindergarten Cop	Comedy	5.8	201957688	1990-12-21
Kingpin	Comedy	6.7	25023434	1996-07-26
Kiss Kiss Bang Bang	Comedy	7.2	15785148	2005-11-18
Kissing Jessica Stein	Comedy	5.9	10013424	2002-04-05
Knocked Up	Comedy	6.2	219076518	2007-06-01
Krampus	Comedy	5.9	61548707	2015-12-04
Larry Crowne	Comedy	5.7	36160375	2011-07-01
Lars and the Real Girl	Comedy	7.1	11293663	2007-11-02
Last Vegas	Comedy	6.4	134402450	2013-11-01
Latter Days	Comedy	6.7	819939	2004-07-01
Leap Year	Comedy	6.4	29922472	2010-01-08
Leatherheads	Comedy	5.7	41299492	2008-04-04
Legally Blonde	Comedy	6.1	141774679	2001-07-13
"Legally Blonde 2: Red, White & Blonde"	Comedy	5.1	124914842	2003-07-02
Let's Be Cops	Comedy	6.4	136621271	2014-08-13
Liar Liar	Comedy	6.4	181000000	1997-03-21
License to Wed	Comedy	5.2	69307224	2007-07-03
Little Black Book	Comedy	5.2	22034832	2004-08-06
Little Fockers	Comedy	5.4	310650585	2010-12-22
Little Miss Sunshine	Comedy	7.5	100523181	2006-08-18
Little Shop of Horrors	Comedy	6.6	38748395	1986-12-19
Love & Other Drugs	Comedy	6.6	102820008	2010-11-24
Love Actually	Comedy	7	244931766	2003-11-14
Love the Coopers	Comedy	5.4	24000000	2015-11-13
Made of Honor	Comedy	6	84601681	2008-05-02
Madea's Family Reunion	Comedy	6	57231524	2006-02-24
Magic Mike	Comedy	6.1	167221571	2012-06-29
Magic Mike XXL	Comedy	6.3	122513057	2015-07-01
Maid in Manhattan	Comedy	5.6	154906693	2002-12-13
Major League	Comedy	6.6	49797148	1989-04-07
Mallrats	Comedy	6.8	2122561	1995-10-20
Mamma Mia!	Comedy	6.4	609841637	2008-07-18
Man of the Year	Comedy	5.8	41237648	2006-10-13
Marley & Me	Comedy	6.9	244082376	2008-12-25
Mars Attacks!	Comedy	6.1	101371017	1996-12-13
"Me, Myself & Irene"	Comedy	6.1	149270999	2000-06-23
Mean Girls	Comedy	6.9	129042871	2004-04-30
Meet the Fockers	Comedy	6.1	516642939	2004-12-22
Meet the Parents	Comedy	6.6	330444045	2000-10-06
Meet the Spartans	Comedy	3.7	84646831	2008-01-25
Memoirs of an Invisible Man	Comedy	5.7	14358033	1992-02-28
Midnight in Paris	Comedy	7.4	151119219	2011-06-10
Moms' Night Out	Comedy	5.5	10429707	2014-05-09
Mondays in the Sun	Comedy	7.1	146402	2003-05-09
Morning Glory	Comedy	6.1	58785180	2010-11-10
Movie 43	Comedy	4.4	32438988	2013-01-25
Mr. Bean's Holiday	Comedy	6.1	229736344	2007-08-24
Mr. Deeds	Comedy	5.6	171269535	2002-06-28
Mr. Popper's Penguins	Comedy	5.7	187361754	2011-06-17
Mrs. Doubtfire	Comedy	7	441286195	1993-11-24
Mrs. Winterbourne	Comedy	5.3	10070000	1996-04-19
Music and Lyrics	Comedy	6.2	145896422	2007-02-14
Must Love Dogs	Comedy	5.8	58405313	2005-07-29
My Best Friend's Girl	Comedy	5.4	36620508	2008-09-19
My Best Friend's Wedding	Comedy	6.3	299288605	1997-06-20
My Big Fat Greek Wedding 2	Comedy	5.5	88923251	2016-03-25
My Cousin Vinny	Comedy	7.3	64088552	1992-03-13
My Favorite Martian	Comedy	5.1	36850101	1999-02-12
My Life in Ruins	Comedy	5.6	20455276	2009-06-05
My Stepmother is an Alien	Comedy	5.3	13854000	1988-12-09
"Mystery, Alaska"	Comedy	6	8888143	1999-10-01
Nacho Libre	Comedy	5.6	80197993	2006-06-16
Nanny McPhee	Comedy	6.4	122489822	2006-01-27
Napoleon Dynamite	Comedy	6.7	46118097	2004-08-27
Neighbors	Comedy	6.2	268157400	2014-05-09
Neighbors 2: Sorority Rising	Comedy	5.6	108758521	2016-05-20
New in Town	Comedy	5.2	29010817	2009-01-30
New Year's Eve	Comedy	5.7	142044638	2011-12-09
Next Friday	Comedy	6.4	59827328	2000-01-12
Nick and Norah's Infinite Playlist	Comedy	6.4	32973937	2008-10-03
No Reservations	Comedy	6.1	92601050	2007-07-27
No Strings Attached	Comedy	6.1	147780440	2011-01-21
Not Another Teen Movie	Comedy	5.5	66468332	2001-12-14
Notting Hill	Comedy	7	363889678	1999-05-28
Nutty Professor II: The Klumps	Comedy	4.7	123307945	2000-07-28
Old Dogs	Comedy	5.2	92219310	2009-11-25
Old School	Comedy	6.6	87055349	2003-02-21
Our Brand Is Crisis	Comedy	5.8	7002261	2015-10-30
Our Idiot Brother	Comedy	5.9	17273593	2011-08-26
Out Cold	Comedy	5.8	14782676	2001-11-21
Outside Providence	Comedy	5.6	7292175	1999-09-01
"Paris, je t'aime"	Comedy	6.8	4857367	2007-06-15
PCU	Comedy	6	4350774	1994-04-29
Peggy Sue Got Married	Comedy	5.9	41382841	1986-10-10
Piranha 3D	Comedy	5.3	83188165	2010-08-20
Pitch Perfect	Comedy	7.3	115350426	2012-10-05
Pitch Perfect 2	Comedy	6.8	287506194	2015-05-15
Play It to the Bone	Comedy	5.7	8434146	2000-01-21
Practical Magic	Comedy	6.3	46683377	1998-10-16
Pretty Woman	Comedy	7	463000000	1990-03-23
Project X	Comedy	6.5	100000000	1987-04-17
Project X	Comedy	6.5	100000000	2012-03-02
Prom	Comedy	5.7	10130000	2011-04-29
Punch-Drunk Love	Comedy	6.9	17000000	2002-11-01
Quartet	Comedy	6.3	59520298	2013-03-01
Raising Helen	Comedy	5.9	49718611	2004-05-28
Ready to Rumble	Comedy	4.7	12372410	2000-04-07
Renaissance Man	Comedy	5.9	24332324	1994-06-03
Reno 911!: Miami	Comedy	5.6	20342161	2007-02-23
Return to Me	Comedy	6.1	36609995	2000-04-07
Robot & Frank	Comedy	6.8	3325038	2012-09-19
Rock of Ages	Comedy	6	59418613	2012-06-15
Rubber	Comedy	5.7	98017	2010-11-10
Runaway Bride	Comedy	5.7	309457509	1999-07-30
Running with Scissors	Comedy	5.8	6754898	2006-10-27
Rushmore	Comedy	7.5	17096053	1999-02-19
Safety Not Guaranteed	Comedy	6.8	4007792	2012-10-18
Scary Movie 2	Comedy	5.4	141220678	2001-07-04
Scary Movie 3	Comedy	5.8	220673217	2003-10-24
Scary Movie 4	Comedy	5.3	178262620	2006-04-14
Scary Movie 5	Comedy	4.6	78378744	2013-04-12
School for Scoundrels	Comedy	5.6	17807569	2006-09-29
School of Rock	Comedy	6.7	131282949	2003-10-03
Scoop	Comedy	6.4	31584901	2006-07-28
Secretary	Comedy	6.7	9304609	2002-10-11
Serendipity	Comedy	6.6	77516304	2001-10-05
Serial Mom	Comedy	6.4	7820688	1994-04-13
Serving Sara	Comedy	5	16930185	2002-08-23
Seven Psychopaths	Comedy	6.7	19422261	2012-10-12
Sex Tape	Comedy	5.3	126069509	2014-07-18
Shakespeare in Love	Comedy	6.8	289317794	1999-01-08
Shallow Hal	Comedy	5.7	141069860	2001-11-09
She's All That	Comedy	5.7	103166989	1999-01-29
She's Out of My League	Comedy	5.9	49779728	2010-03-12
She's the Man	Comedy	6.4	33889159	2006-03-17
She's the One	Comedy	5.7	9482579	1996-08-23
Shooting Fish	Comedy	7	302204	1998-05-01
Sideways	Comedy	6.9	109502303	2005-01-21
Silver Linings Playbook	Comedy	6.9	205738714	2012-12-25
Simon Birch	Comedy	6.5	18253415	1998-09-11
Slackers	Comedy	5.4	6413915	2002-02-01
Sliding Doors	Comedy	6.5	58000000	1998-05-01
Solitary Man	Comedy	5.8	5024782	2010-06-25
Something Borrowed	Comedy	5.9	59901913	2011-05-06
Something's Gotta Give	Comedy	6.3	266728738	2003-12-12
Soul Plane	Comedy	4.7	14822346	2004-05-28
Southland Tales	Comedy	5.2	374743	2007-12-07
Spanglish	Comedy	5.8	55041367	2004-12-17
Spice World	Comedy	4.7	100000000	1998-01-23
St. Vincent	Comedy	7.1	54837234	2014-10-24
Starsky & Hutch	Comedy	5.6	170268750	2004-03-05
Step Brothers	Comedy	6.5	128107642	2008-07-25
